1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
1,1,1,223841
