id,x,y,time
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,0
4,1,19,1
4,1,19,1
2,19,19,0
3,19,1,0
1,1,1,0
1,1,1,0
3,19,1,0
2,19,19,0
4,1,19,1
4,1,19,1
4,1,19,1
4,1,19,1
4,1,19,1
4,1,19,1
4,1,19,1
4,1,19,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
3,19,1,1
4,1,19,1
3,19,1,1
1,1,1,1
2,19,19,1
3,19,1,2
3,19,1,2
3,19,1,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
2,19,19,2
4,1,19,2
3,19,1,2
2,19,19,2
1,1,1,2
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
2,19,19,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
1,1,1,3
4,1,19,3
2,19,19,3
3,19,1,3
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
1,1,1,4
4,1,19,4
2,19,19,4
3,19,1,4
1,1,1,4
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,1,1,5
1,2,1,5
1,2,1,5
1,2,1,5
1,2,1,5
1,2,1,5
1,2,1,5
1,2,1,5
2,19,19,5
3,19,1,5
4,1,19,5
1,2,1,6
1,2,1,6
1,2,1,6
1,3,1,6
1,5,1,6
1,6,1,6
1,8,1,6
1,9,1,6
1,11,1,6
1,12,1,6
1,14,1,6
1,15,1,6
1,17,1,6
1,17,1,6
1,17,1,6
1,17,1,6
